# id	f435w	f555w	f814w	f435w_err	f555w_err	f814w_err	ra	dec
100062	99	99	99	99	99	99	76.96937004	-67.47208262
100073	99	99	99	99	99	99	76.96871722	-67.47181857
100134	99	99	99	99	99	99	76.96577509	-67.47194178
31197	24.331	23.703	22.895	0.008	0.023	0.006	76.95548203	-67.47246475
30729	24.099	23.636	22.836	0.007	0.023	0.035	76.95377628	-67.47250631
28134	23.495	23.013	22.321	0.014	0.02	0.014	76.94501229	-67.47291103
33302	24.486	23.888	23.146	0.071	0.057	0.008	76.96221223	-67.47187487
100556	99	99	99	99	99	99	76.95023792	-67.47255842
32072	22.824	22.383	21.721	0.016	0.009	0.012	76.95778536	-67.47208541
30930	22.718	22.234	21.672	0.051	0.006	0.026	76.95370515	-67.47231663
31368	24.626	24.076	23.232	0.054	0.014	0.055	76.9551746	-67.47222654
29856	19.948	18.951	17.807	0.012	0.009	0.012	76.95018053	-67.47250477
100015	99	99	99	99	99	99	76.97192037	-67.47118415
30224	23.831	23.292	22.556	0.024	0.02	0.003	76.95120375	-67.47237785
25900	21.888	21.455	20.827	0.005	0.003	0.004	76.93715285	-67.47318104
33487	22.786	22.256	21.525	0.005	0.008	0.011	76.96224863	-67.47169522
24969	22.015	21.679	21.204	0.012	0.01	0.016	76.93388539	-67.47330193
29041	24.317	23.665	22.894	0.162	0.023	0.015	76.94702524	-67.47254304
29010	21.048	20.799	20.403	0.017	0.015	0.012	76.94684304	-67.47252641
24864	23.933	23.373	22.666	0.042	0.008	0.014	76.93339925	-67.47328099
25330	20.101	19.275	18.289	0.009	0.009	0.017	76.93494889	-67.47318792
33280	23.346	22.85	22.148	0.017	0.009	0.01	76.96113907	-67.47164399
26755	22.376	21.998	21.449	0.025	0.003	0.014	76.93937015	-67.47289837
25554	21.347	20.983	20.48	0.012	0.011	0.004	76.93538808	-67.47309743
28215	21.958	21.638	21.225	0.01	0.022	0.013	76.94384127	-67.47255854
26102	20.856	20.616	20.253	0.012	0.021	0.02	76.9370405	-67.47294891
100068	99	99	99	99	99	99	76.96861576	-67.47111013
29076	18.785	17.674	16.371	0.003	0.045	0.006	76.94649709	-67.47238719
23151	23.565	23.08	22.422	0.04	0.033	0.026	76.92677324	-67.47350822
26930	22.657	22.239	21.695	0.012	0.014	0.011	76.93956983	-67.47277028
100124	99	99	99	99	99	99	76.96602434	-67.47122196
25351	19.784	19.699	19.606	0.004	0.006	0.009	76.93433682	-67.47302074
23314	22.728	22.306	21.732	0.042	0.024	0.011	76.92707689	-67.47341999
22397	22.327	21.959	21.466	0.009	0.009	0.031	76.92388641	-67.47357952
32578	22.648	22.252	21.686	0.011	0.016	0.005	76.95777837	-67.47159846
25383	22.738	22.321	21.766	0.015	0.028	0.001	76.93410486	-67.47294389
20743	20.898	20.612	20.212	0.003	0.007	0.009	76.91756757	-67.47389568
24164	22.44	22.007	21.448	0.018	0.008	0.009	76.92993321	-67.47318143
100145	99	99	99	99	99	99	76.96492938	-67.47115767
25510	21.153	20.872	20.516	0.006	0.005	0.02	76.93431836	-67.472899
20677	23.331	22.876	22.203	0.016	0.024	0.006	76.9171139	-67.47387306
27855	21.467	21.192	20.793	0.01	0.012	0.011	76.94174331	-67.47240801
33429	22.185	21.771	21.194	0.008	0.009	0.017	76.9604732	-67.4713266
19675	23.833	23.279	22.591	0.054	0.008	0.028	76.91268127	-67.47408076
27098	21.663	21.368	20.96	0.008	0.017	0.014	76.93912878	-67.47253519
21101	23.109	22.634	21.98	0.054	0.034	0.019	76.91859979	-67.47370984
31636	24.891	24.329	23.538	0.042	0.044	99	76.95371253	-67.47160692
100003	99	99	99	99	99	99	76.97259359	-67.47051142
33685	22.396	21.936	21.522	0.018	0.075	0.01	76.9609474	-67.4711815
29826	22.736	22.336	21.762	0.021	0.021	0.014	76.94766366	-67.47194321
21323	22.862	22.444	21.853	0.027	0.019	0.003	76.91898601	-67.47357072
30390	20.975	20.677	20.258	0.005	0.011	0.007	76.94942002	-67.4718127
22080	21.719	21.347	20.833	0.007	0.014	0.008	76.92161846	-67.47340681
24383	21.863	21.542	21.093	0.017	0.005	0.008	76.92976161	-67.47293725
26395	22.487	22.085	21.572	0.023	0.014	0.008	76.9364296	-67.4725326
31062	22.315	21.924	21.421	0.014	0.018	0.007	76.95148179	-67.47165997
18409	22.997	22.562	21.925	0.021	0.019	0.02	76.90641621	-67.47425346
26171	20.199	19.331	18.264	0.006	99	0.016	76.93569219	-67.47256454
22261	22.745	22.282	21.756	0.021	0.016	0.005	76.92213904	-67.47332902
22703	23.269	22.744	22.084	0.013	0.015	0.016	76.9236477	-67.47321584
30525	22.332	21.872	21.248	0.022	0.002	0.006	76.94951817	-67.47171749
20364	22.274	21.917	21.413	0.016	0.016	0.016	76.91481632	-67.47371275
24705	20.702	20.472	20.156	0.013	0.002	0.026	76.93060064	-67.47280316
28191	23.502	23.066	22.358	0.012	0.021	0.016	76.94192861	-67.47214214
30507	24.632	23.847	99	99	99	99	76.94939045	-67.47170795
23163	23.451	22.933	22.254	0.028	0.022	0.01	76.92505374	-67.47310087
29956	23.973	23.414	22.65	0.023	0.013	0.02	76.94749482	-67.47178476
22765	23.137	22.682	22.018	0.036	0.024	0.015	76.92363464	-67.47315218
23128	20.434	20.144	19.747	0.011	0.006	0.016	76.92475011	-67.47306329
18337	21.425	21.178	20.768	0.014	0.027	0.015	76.9055502	-67.47414014
23520	21.292	21.028	20.672	0.013	0.011	0.01	76.92589767	-67.47293705
29434	21.723	21.424	20.991	0.04	0.017	0.007	76.94548427	-67.47180411
19385	24.217	23.462	22.56	0.034	0.011	0.002	76.91001272	-67.47384049
25246	21.881	21.512	20.974	0.016	0.021	0.01	76.93191062	-67.47257297
22545	21.655	21.336	20.895	0.017	0.025	0.019	76.92247049	-67.47309916
21764	23.527	23.033	22.331	0.037	0.006	0.006	76.91959288	-67.47325973
20685	19.956	19.136	18.134	0.001	0.007	0.01	76.91550782	-67.47349168
26026	22.578	22.15	21.629	0.014	0.018	0.02	76.93431115	-67.47237993
18972	22.594	22.224	21.648	0.017	0.004	0.011	76.90805006	-67.4738873
33512	24.877	24.171	23.381	0.07	0.013	0.034	76.95910295	-67.47094568
21542	24.146	23.513	22.698	0.043	0.028	0.002	76.91866315	-67.47327217
18897	22.886	22.478	21.886	0.009	0.02	0.006	76.90765754	-67.4739044
26601	22.86	22.449	21.808	0.047	0.02	0.011	76.93604885	-67.47226611
26538	21.18	20.88	20.514	0.015	0.019	0.015	76.93579272	-67.47227042
23234	20.733	20.487	20.182	0.008	0.013	0.007	76.92456716	-67.47291586
18625	23.45	22.833	22.09	0.038	0.012	0.048	76.90644147	-67.47395302
19733	22.45	21.98	21.374	0.016	0.056	0.014	76.91117654	-67.47364658
26668	24.841	23.953	22.831	0.053	0.029	0.044	76.93601538	-67.47219195
30410	23.264	22.841	22.147	0.034	0.012	0.013	76.94810419	-67.47148996
28125	22.449	22.083	21.542	0.009	0.017	0.004	76.94068103	-67.47191675
25067	20.156	19.342	18.377	0.008	0.009	0.01	76.93083459	-67.47248412
31324	23.559	22.935	22.087	0.008	0.01	0.014	76.95110359	-67.47131404
21514	22.728	22.337	21.75	0.029	0.014	0.006	76.9182615	-67.47320372
21615	21.033	20.779	20.429	0.006	0.01	0.018	76.91855295	-67.47318284
17254	22.918	22.477	21.892	0.071	0.003	0.021	76.89966224	-67.47426288
31476	23.159	22.712	22.081	0.023	0.009	0.008	76.9515637	-67.47127324
28505	25.032	24.407	23.598	0.072	99	0.036	76.94183259	-67.47182976
23343	22.82	22.374	21.745	0.011	0.01	0.019	76.92460979	-67.47282097
21933	24.079	23.589	22.843	0.011	0.03	0.011	76.91968684	-67.47309871
20251	22.746	22.257	21.527	0.002	0.021	0.009	76.91313793	-67.47347499
26521	24.019	23.461	99	0.012	0.069	99	76.93536223	-67.47218632
18699	21.256	20.962	20.47	0.008	0.034	0.005	76.90636509	-67.47384762
22781	21.335	20.951	20.37	0.01	0.015	0.018	76.92261843	-67.47289666
18787	19.841	19.158	18.244	0.005	0.006	0.017	76.90664706	-67.47381363
19568	21.498	21.212	20.786	0.01	0.015	0.018	76.91008267	-67.47360611
20005	18.639	17.46	16.103	0.008	0.029	0.009	76.91183452	-67.4734755
16680	20.74	20.42	20.02	0.012	0.009	0.019	76.896528	-67.47435333
15216	20.83	20.462	19.952	0.015	0.013	0.014	76.88844154	-67.4747961
16350	22.945	22.462	21.872	0.056	0.025	0.018	76.89471313	-67.47443288
17504	21.686	21.362	20.903	0.014	0.018	0.004	76.90050177	-67.47410001
14401	22.732	22.325	21.779	99	99	99	76.88357994	-67.47505649
15777	22.625	22.217	21.57	0.04	0.022	0.015	76.89143223	-67.47459381
17174	20.979	20.751	20.391	0.007	0.01	0.016	76.89877431	-67.47417136
20726	19.987	19.144	18.129	0.013	0.012	0.008	76.91474089	-67.47325414
26713	18.48	17.127	15.669	0.005	0.009	0.018	76.93555754	-67.47204781
100007	99	99	99	99	99	99	76.97187382	-67.46994933
15694	22.225	21.896	21.382	0.037	0.025	0.013	76.8909915	-67.47460496
15632	19.741	19.371	18.836	0.011	0.018	0.021	76.89063911	-67.4746215
15536	22.403	21.993	21.318	0.034	0.013	0.015	76.88996455	-67.47464872
16005	20.199	19.353	18.313	0.011	0.011	0.028	76.89263709	-67.47449045
14875	24.07	23.618	22.834	0.067	0.037	0.031	76.88629887	-67.47485186
25912	21.578	21.208	20.676	0.006	0.009	0.002	76.93286656	-67.47217095
16388	20.208	19.96	19.617	0.015	0.009	0.02	76.89464541	-67.47436213
22615	23.77	23.254	22.528	0.031	0.005	0.021	76.92154217	-67.47281376
14477	21.318	20.992	20.541	99	99	99	76.88381573	-67.4749748
23751	25.481	25.745	99	0.012	0.205	99	76.92548848	-67.47257551
19438	20.071	19.252	18.248	0.003	0.011	0.011	76.90894299	-67.47351832
14868	23.666	23.069	22.284	0.011	0.01	0.044	76.88603266	-67.47480138
29546	23.868	23.443	22.686	0.212	0.035	0.025	76.94442701	-67.4714425
20539	21.598	21.179	20.762	0.007	0.004	0.015	76.91349235	-67.47320868
16405	23.176	22.691	22.063	0.034	0.038	0.019	76.89441113	-67.47429682
17880	22.237	21.875	21.359	0.006	0.014	0.032	76.90180852	-67.47386905
23651	21.503	21.213	20.77	0.011	0.015	0.014	76.92480268	-67.47253323
16630	23.47	22.938	22.224	0.037	0.007	0.004	76.89560372	-67.47421038
16017	23.609	23.098	22.34	0.049	0.026	0.039	76.8922808	-67.47439299
16222	21.85	21.538	21.106	0.009	0.013	0.014	76.89337335	-67.47432843
14494	23.607	23.15	22.441	99	99	99	76.88355258	-67.47488455
19088	23.128	22.611	99	0.044	0.027	99	76.90707737	-67.47352741
32869	21.83	21.492	21.062	0.013	0.013	0.005	76.95535409	-67.47073386
13033	22.775	22.358	21.742	0.017	0.02	0.018	76.87439626	-67.47538734
22879	23.301	22.853	22.201	0.027	0.023	0.013	76.92194139	-67.47265086
16831	23.242	22.784	22.132	0.027	0.007	0.01	76.89636105	-67.47410976
103628	99	99	99	99	99	99	76.90706528	-67.47349429
16592	19.977	19.136	18.138	0.009	0.004	0.024	76.89515049	-67.47417098
19630	21.1	20.776	20.331	0.013	0.015	0.007	76.90925	-67.47334363
15437	22.339	21.986	21.454	0.015	0.014	0.008	76.88869033	-67.47451879
34540	21.074	20.719	20.258	0.01	0.009	0.008	76.96118502	-67.47033666
24868	22.158	21.787	21.275	0.017	0.002	0.003	76.9287698	-67.4722046
20189	20.779	20.477	20.017	0.008	0.02	0.003	76.91162612	-67.47318504
15825	23.948	23.318	22.616	0.04	0.04	0.019	76.89082678	-67.47437805
100004	99	99	99	99	99	99	76.97211751	-67.46969471
13615	22.39	21.997	21.464	0.063	0.042	0.019	76.87789287	-67.47510485
13704	22.524	21.936	21.109	0.016	0.014	0.056	76.87844363	-67.47506764
17284	21.258	20.984	20.611	0.009	0.013	0.023	76.89837664	-67.4739199
26350	23.601	23.089	22.435	0.006	0.013	99	76.93348132	-67.47189092
21132	20.888	20.601	20.229	0.023	0.008	0.016	76.9153545	-67.4729321
18856	23.507	23.011	22.378	0.017	0.007	0.008	76.90565894	-67.47348843
16975	23.307	22.835	22.189	0.011	0.026	0.018	76.89677316	-67.47399646
14580	23.738	23.243	22.608	99	99	99	76.88364576	-67.47474841
15176	23.584	23.01	22.23	0.097	0.026	0.005	76.88708056	-67.47454289
26729	19.739	19.744	19.744	0.003	0.006	0.015	76.93457943	-67.47180974
14076	23.313	22.842	22.196	0.05	0.022	99	76.88056124	-67.47489709
17596	22.085	21.728	21.239	0.025	0.018	0.03	76.89973985	-67.47378282
19997	20.688	20.415	20.006	0.009	0.017	0.019	76.91046347	-67.47316166
21275	21.698	21.395	21.026	0.018	0.022	0.024	76.91561948	-67.47285257
20681	19.281	19.108	18.865	0.007	0.008	0.018	76.91331565	-67.47298437
14493	99	22.934	22.272	99	99	99	76.88284369	-67.47472419
25842	24.006	23.458	22.753	0.029	0.016	0.066	76.93149174	-67.4719229
16709	20.545	20.234	19.759	0.016	0.008	0.013	76.89519134	-67.47400291
21029	21.181	20.849	20.45	0.028	0.016	0.024	76.91462418	-67.4728821
13531	22.433	22.065	21.535	0.017	0.012	0.005	76.87690855	-67.47504209
100040	99	99	99	99	99	99	76.96933105	-67.4697032
27647	22.701	22.304	21.754	0.02	0.003	0.005	76.93721274	-67.47155685
16607	22.409	22.061	21.531	0.01	0.001	0.007	76.89448203	-67.47399467
14319	21.816	21.505	21.105	99	99	99	76.88160365	-67.47473228
18646	22.628	22.227	21.623	0.017	0.023	0.014	76.90428983	-67.47342413
16718	21.651	21.209	20.576	0.023	0.012	0.006	76.89502228	-67.47395366
13279	21.407	21.146	20.756	0.016	0.029	0.016	76.87515873	-67.47508455
14028	25.055	24.259	23.505	99	99	99	76.87981735	-67.47480468
23777	21.577	21.284	20.869	0.024	0.017	0.013	76.92412489	-67.47223743
32803	23.919	23.431	22.718	0.019	0.022	0.025	76.95407981	-67.47049765
20312	22.773	22.365	21.771	0.009	0.042	0.005	76.91127829	-67.47295888
14812	21.64	21.298	20.823	0.017	0.028	0.022	76.88434751	-67.47450233
22653	23.269	22.844	22.16	0.042	0.016	0.014	76.92012513	-67.47244213
24219	23.768	23.392	22.612	0.19	0.04	0.007	76.92563778	-67.47212487
20407	20.855	20.608	20.272	0.009	0.007	0.002	76.91163723	-67.47292946
27320	20.831	20.556	20.217	0.007	0.003	0.02	76.93571937	-67.47153269
24710	21.772	21.465	21.044	0.006	0.011	0.016	76.92722304	-67.47201547
21185	21.386	21.122	20.736	0.013	0.026	0.006	76.91473023	-67.47273407
22510	21.954	21.632	21.17	0.017	0.014	0.007	76.91953711	-67.47244927
20223	21.746	21.445	21.043	0.013	0.014	0.003	76.91079585	-67.47295168
36095	21.185	20.877	20.484	0.004	0.015	0.016	76.96625578	-67.46975159
16454	21.914	21.589	21.112	0.017	0.025	0.014	76.89318751	-67.47395692
19130	23.252	22.791	22.156	0.012	0.029	0.001	76.90600665	-67.47321441
24660	22.157	21.814	21.33	0.008	0.006	0.018	76.92697101	-67.47200651
31496	21.181	20.87	20.489	0.005	0.019	0.006	76.94923983	-67.47071347
16908	22.352	21.973	21.47	0.015	0.019	0.007	76.89545882	-67.47379592
22768	21.587	21.271	20.853	0.02	0.003	0.014	76.92026073	-67.47236737
18510	24.459	23.757	23.031	0.161	0.017	99	76.90310336	-67.47334723
33884	22.226	21.751	21.18	0.01	0.013	0.016	76.95760957	-67.47020676
16141	21.207	20.932	20.502	0.019	0.007	0.021	76.89147848	-67.47401301
21721	22.032	21.626	21.068	0.013	0.011	0.046	76.91644492	-67.47257696
18209	21.678	21.373	20.949	0.007	0.022	0.009	76.90168801	-67.47342294
34380	21.026	20.713	20.278	0.006	0.014	0.008	76.95939945	-67.47008432
21129	22.528	22.139	21.579	0.012	0.01	0.004	76.91428311	-67.47268437
15026	19.901	19.054	18.036	0.012	0.01	0.016	76.88519324	-67.47435065
17506	22.983	22.456	21.737	0.003	0.013	0.01	76.89832896	-67.47359307
14226	22.103	21.746	21.288	99	99	99	76.8804457	-67.47460997
17864	22.736	22.35	21.769	0.024	0.012	0.001	76.90004929	-67.47348131
23391	24.04	23.397	22.389	0.021	0.014	0.02	76.92218542	-67.47220245
20600	20.417	20.156	19.775	0.043	0.005	0.011	76.91203147	-67.47278556
17434	21.896	21.54	20.992	0.028	0.033	0.016	76.89784828	-67.47358962
20693	23.142	22.701	21.984	0.019	0.013	0.016	76.91237391	-67.47275108
25919	20.035	19.185	18.178	0.002	0.011	0.015	76.930814	-67.47168585
21759	21.063	20.791	20.378	0.035	0.02	0.013	76.91634943	-67.47251405
16192	20.721	20.393	19.924	0.008	0.012	0.025	76.89148259	-67.47394103
34195	23.911	23.342	22.626	0.031	0.029	99	76.95855113	-67.47007994
17476	20.659	20.446	20.202	0.015	0.03	0.013	76.89804282	-67.47356367
27066	24.652	24.023	23.279	0.015	0.047	0.037	76.93442388	-67.47147119
31379	24.728	24.146	23.304	0.024	99	0.067	76.94847058	-67.4706562
25595	20.189	19.857	19.383	0.008	0.009	0.026	76.92967728	-67.47173965
13685	24.157	23.664	22.869	0.044	0.008	0.014	76.87696279	-67.47476216
17406	22.828	22.436	21.844	99	0.02	0.016	76.89759646	-67.47356559
34865	23.777	23.229	22.519	0.019	0.014	0.004	76.96084753	-67.46991597
16349	21.867	21.571	21.118	0.015	0.034	0.013	76.89223971	-67.47385768
16466	20.93	20.593	20.084	0.013	0.013	0.031	76.89267062	-67.47381773
21880	24.415	23.844	22.937	0.04	0.027	0.004	76.91658303	-67.47243966
13432	24.181	23.619	22.803	0.057	0.016	0.014	76.87517433	-67.47480894
100083	99	99	99	99	99	99	76.96743605	-67.46948942
16555	19.03	17.897	16.593	0.008	0.018	0.011	76.89309759	-67.47376621
18241	22.429	21.959	21.263	0.028	0.028	0.016	76.90130357	-67.47329218
19710	21.216	20.935	20.589	0.014	0.01	0.016	76.90787365	-67.4729145
16055	21.476	21.17	20.719	0.012	0.027	0.012	76.89038233	-67.47390336
14220	21.075	20.784	20.376	99	99	99	76.8799478	-67.47449991
13864	21.878	21.622	21.128	0.026	0.006	0.022	76.87779021	-67.47461702
15287	22.296	21.944	21.419	0.006	0.015	0.015	76.88601101	-67.47413483
15423	21.956	21.652	21.191	0.006	0.019	0.012	76.88673532	-67.47409009
13242	20.169	19.778	19.193	0.003	0.013	0.023	76.87377394	-67.47483015
15556	21.066	20.755	20.29	0.016	0.011	0.013	76.88750931	-67.47403727
16776	21.015	20.667	20.174	0.011	0.013	0.022	76.89409841	-67.47365719
23118	23.292	22.857	22.195	0.054	0.008	0.012	76.92066364	-67.47212795
15525	21.344	21.088	20.724	0.013	0.002	0.01	76.88726232	-67.47403374
21499	23.148	22.683	21.955	0.023	0.021	0.022	76.91488696	-67.47243897
14054	19.997	19.181	18.162	0.022	0.001	0.024	76.87875932	-67.47451136
19493	21.455	21.136	20.663	0.012	0.019	0.021	76.90663958	-67.47290809
24146	23.539	22.99	22.339	0.099	0.024	0.007	76.9243027	-67.47189127
14471	21.9	99	21.236	99	99	99	76.88113152	-67.47436915
18252	21.834	21.526	21.084	0.012	0.009	0.015	76.90105757	-67.47321921
13216	23.295	22.794	22.137	0.016	0.025	0.004	76.87336053	-67.47480487
25613	21.506	21.217	20.854	0.008	0.004	0.008	76.92913587	-67.47159919
100026	99	99	99	99	99	99	76.9702324	-67.4692203
17463	21.262	20.949	20.51	0.011	0.008	0.012	76.89728678	-67.47340618
32611	23.071	22.611	21.923	0.008	0.01	0.009	76.95208186	-67.47024693
24702	24.175	23.69	22.872	0.079	0.023	99	76.92599365	-67.4717353
19419	20.635	20.342	19.905	0.028	0.004	0.018	76.90608554	-67.47287963
17749	20.736	20.399	19.906	0.023	0.016	0.034	76.89856039	-67.47330361
22544	21.155	20.855	20.41	0.018	0.013	0.02	76.91840165	-67.47215519
14371	22.892	22.468	21.755	99	99	99	76.88030809	-67.47433624
25796	24.329	23.676	22.95	0.007	0.014	99	76.92951607	-67.47150488
31871	24.478	23.793	23.03	0.02	0.029	0.004	76.94939498	-67.47034309
15753	20.99	20.709	20.291	0.01	0.011	0.016	76.88809729	-67.4738583
21113	24.066	23.589	22.833	0.077	0.018	0.016	76.91309338	-67.4724213
15520	22.892	22.469	21.905	0.016	0.02	0.007	76.88676224	-67.47392783
20178	23.503	22.95	22.238	0.017	0.033	0.004	76.90920768	-67.47263707
15280	22.163	21.836	21.35	0.006	0.008	0.022	76.88539715	-67.47400073
13511	23.398	22.918	22.296	0.013	0.012	0.001	76.87485614	-67.47459981
14536	21.805	21.531	21.099	99	99	99	76.88112971	-67.47423879
27010	22.121	21.767	21.289	0.015	0.016	0.014	76.93322095	-67.47124384
16197	22.729	22.353	21.772	0.014	0.012	0.011	76.89044951	-67.47369485
18206	21.924	21.505	20.906	0.014	0.017	0.011	76.90038871	-67.47312358
13109	21.489	21.109	20.528	0.031	0.028	0.025	76.872179	-67.47474036
13636	21.519	21.21	20.787	0.025	0.009	0.022	76.87559441	-67.47453497
14584	20.694	20.35	19.854	99	99	99	76.88134296	-67.47420422
33156	23.832	23.239	22.432	0.038	0.012	0.024	76.95364904	-67.47004396
19357	21.851	21.546	21.119	0.015	0.031	0.029	76.9054576	-67.47280926
100079	99	99	99	99	99	99	76.96753165	-67.46922803
31687	20.528	20.236	19.837	0.012	0.005	0.021	76.94843327	-67.47032941
31638	22.91	22.544	21.935	0.172	0.018	0.005	76.9482285	-67.47033878
28540	23.738	23.24	22.548	0.02	0.046	0.017	76.93806525	-67.47092426
22536	19.842	18.867	17.737	0.004	0.006	0.018	76.91803101	-67.47207618
20513	22.62	22.194	21.552	0.024	0.016	0.068	76.9104063	-67.47251291
19881	18.652	18.644	18.647	0.006	0.006	0.02	76.9076959	-67.4726651
17585	23.026	22.606	21.969	0.018	0.019	0.006	76.89737803	-67.47324678
21180	21.886	21.379	20.652	0.018	0.003	0.023	76.91302443	-67.47234384
16769	23.06	22.663	22.011	0.028	0.016	0.018	76.89327522	-67.47347562
18170	21.771	21.46	21.016	0.003	0.022	0.012	76.89996409	-67.47308456
16600	22.141	21.813	21.341	0.013	0.019	0.007	76.8923636	-67.47351723
14795	21.42	21.111	20.688	0.006	0.023	0.026	76.88244711	-67.47408313
18474	23.793	23.317	22.583	0.009	0.01	0.004	76.90142333	-67.47299344
16509	20.156	19.346	18.357	0.01	0.008	0.018	76.89180674	-67.47354094
100021	99	99	99	99	99	99	76.97061589	-67.4689992
19225	23.029	22.539	21.877	0.013	0.004	0.023	76.90466662	-67.47279852
20671	22.654	22.122	21.398	0.018	0.028	0.014	76.91088407	-67.47243851
13790	21.847	21.558	21.129	0.009	0.018	99	76.87627595	-67.47441332
32783	20.887	20.63	20.281	0.009	0.013	0.007	76.95206424	-67.47005227
26150	21.901	21.598	21.177	0.026	0.025	0.01	76.93022358	-67.47130951
24979	21.009	20.87	20.613	0.008	0.004	0.05	76.92625025	-67.47152197
14998	24.703	24.116	23.241	0.021	0.019	0.015	76.88341236	-67.47398178
17141	21.88	21.577	21.127	0.013	0.035	0.022	76.89490737	-67.47332026
13629	20.63	20.315	19.898	0.015	0.01	0.021	76.87519842	-67.47444942
17323	22.717	22.324	21.706	0.028	0.009	0.001	76.89571431	-67.47325004
19159	20.109	19.272	18.258	0.014	0.012	0.014	76.90421526	-67.47276015
15583	23.748	23.314	22.62	0.04	0.01	0.014	76.88658049	-67.47377096
16142	23.098	22.545	21.898	0.024	0.081	99	76.88965421	-67.4735883
31554	20.641	20.23	19.754	0.015	0.013	0.008	76.94750396	-67.47025634
20640	24.049	23.557	22.889	0.086	0.015	99	76.91047647	-67.47238663
20871	21.396	21.09	20.732	0.015	0.037	0.009	76.91144001	-67.47233092
100064	99	99	99	99	99	99	76.96810528	-67.46906135
18237	23.97	23.479	22.699	0.029	0.018	0.007	76.89994394	-67.47298183
17831	22.032	21.722	21.29	0.008	0.018	0.009	76.89812093	-67.47308257
16842	22.399	21.824	21.419	0.002	99	99	76.89316608	-67.47336053
15857	20.714	20.375	19.913	0.011	0.015	0.017	76.88796586	-67.47365785
22627	21.606	21.27	20.807	99	0.027	0.084	76.91782943	-67.47193961
16088	22.038	21.723	21.239	0.014	0.018	0.015	76.88920779	-67.47357964
34497	22.542	22.137	21.612	0.013	0.008	0.009	76.95793268	-67.46961875
22604	21.38	21.082	20.599	0.016	0.044	0.049	76.91771509	-67.47193306
15442	22.022	21.681	21.235	0.009	0.056	0.013	76.88553088	-67.4737774
14404	20.657	20.442	20.137	99	99	99	76.87955624	-67.47411626
15759	20.844	20.541	20.086	0.004	0.008	0.016	76.88728727	-67.47366427
24893	23.076	22.447	99	0.04	0.051	99	76.92565317	-67.47145713
16876	22.499	99	21.957	99	99	99	76.89316642	-67.47331758
100053	99	99	99	99	99	99	76.96846995	-67.46897962
19509	22.942	22.515	21.925	0.036	0.025	0.01	76.9054589	-67.47261153
16226	21.571	21.257	20.856	0.014	0.025	0.01	76.88985537	-67.47350202
18424	19.473	19.367	19.176	0.009	0.016	0.032	76.9005796	-67.47287827
14201	21.765	21.479	21.059	0.002	0.022	0.032	76.87831615	-67.47415313
22780	20.433	19.545	18.483	0.01	0.006	0.009	76.91813085	-67.47185754
35366	22.765	22.356	21.821	0.018	0.019	0.006	76.96091207	-67.46938962
22594	21.018	20.74	20.334	0.012	0.006	0.02	76.91749673	-67.47188778
16851	21.377	21.121	20.749	0.007	0.022	0.013	76.89289942	-67.47329107
19821	21.857	21.445	20.879	0.033	0.014	0.012	76.90671007	-67.47249772
16687	20.293	20.02	19.614	0.006	0.016	0.016	76.89215328	-67.47333042
27607	24.055	23.526	22.809	0.074	0.033	0.029	76.93422133	-67.47089898
16386	22.256	21.864	21.314	0.008	0.003	0.009	76.8905042	-67.47340086
15980	20.898	20.532	19.982	0.014	0.007	0.021	76.88832138	-67.47352001
36235	21.016	20.771	20.464	0.001	0.013	0.01	76.96435709	-67.46914207
21636	21.58	21.304	20.889	0.008	0.01	0.004	76.91379155	-67.47205203
25662	23.007	22.556	21.961	0.013	0.009	0.008	76.9278405	-67.47124186
25090	20.528	20.273	19.765	0.006	0.007	0.031	76.92602756	-67.47134503
25859	20.807	20.641	20.461	0.001	0.001	0.015	76.92846601	-67.47120306
27784	24.012	23.466	22.687	0.04	0.027	0.013	76.93468492	-67.470836
23572	20.796	20.51	20.089	0.007	0.007	0.015	76.92059495	-67.47164681
15562	22.217	21.856	21.322	0.005	0.037	0.026	76.88577139	-67.47363126
18899	23.722	23.238	22.538	0.009	0.017	0.003	76.90236059	-67.47267234
35855	22.039	21.702	21.234	0.013	0.002	0.017	76.96265053	-67.46919501
13565	22.377	22.029	21.5	0.003	0.018	0.012	76.87393582	-67.47429014
17896	23.512	23.047	22.04	0.013	0.01	0.006	76.8977904	-67.47291591
13807	22.731	22.369	21.766	0.003	0.033	99	76.87545382	-67.47418945
19543	21.162	20.841	20.375	0.036	0.004	0.009	76.90511041	-67.47248661
14181	20.925	20.659	20.294	0.035	0.015	0.049	76.87771759	-67.47405661
31609	22.187	21.876	21.42	0.012	0.006	0.009	76.94697073	-67.47007487
18786	21.101	20.87	20.541	0.016	0.017	0.012	76.90172534	-67.47267078
23278	23.498	22.982	22.358	0.01	0.022	0.024	76.91934569	-67.47165417
20492	25.06	24.342	23.452	0.089	0.058	0.059	76.90912686	-67.47223706
18377	23.159	22.675	22.017	0.015	0.032	0.045	76.89984959	-67.47276879
15074	24.708	24.109	23.302	0.007	0.006	99	76.88293832	-67.473738
15598	21.997	21.66	21.135	0.032	0.018	0.048	76.88580983	-67.47356911
16389	19.82	18.99	17.946	0.009	0.012	0.012	76.8901578	-67.47331973
