# id	f435w	f555w	f814w	f435w_err	f555w_err	f814w_err	ra	dec
17077	24.611	23.924	23.115	0.045	0.058	0.057	76.86919851	-67.46741524
26095	25.047	24.336	23.037	0.087	99	0.007	76.90447177	-67.46538839
23498	21.821	21.432	20.874	0.009	0.034	0.021	76.89554469	-67.46589957
22572	99	24.172	23.271	99	0.052	99	76.89241583	-67.46607745
31377	21.607	21.298	20.926	0.022	0.013	0.016	76.92152528	-67.46440402
21786	21.818	21.465	20.928	0.016	0.022	0.048	76.88948285	-67.46624492
34879	23.844	23.263	22.584	0.009	0.061	0.002	76.93403473	-67.46368055
19150	24.527	23.916	23.1	0.044	0.03	0.028	76.87876834	-67.46685097
29900	21.071	20.81	20.481	0.006	0.021	0.018	76.91661913	-67.464675
38917	20.649	20.462	20.289	0.003	0.007	0.005	76.95190595	-67.46264057
32698	19.992	19.145	18.141	0.006	0.005	0.006	76.92611808	-67.46412678
17531	22.439	22.089	21.534	0.017	0.029	0.01	76.8713081	-67.46727048
16372	21.407	21.112	20.726	0.013	0.012	0.003	76.86551578	-67.4676008
27819	21.1	21.05	20.388	99	99	0.128	76.90991186	-67.46504861
25198	23.011	22.504	21.717	0.037	0.056	0.016	76.90147011	-67.46553289
27159	22.659	22.254	21.651	0.031	0.007	0.012	76.90770006	-67.46517185
108260	99	99	99	99	99	99	76.8726864	-67.4671759
35497	22.213	21.767	21.167	0.006	0.024	0.001	76.93627814	-67.46352207
33966	19.648	18.916	17.996	0.004	0.006	0.01	76.93056029	-67.4638394
100187	99	99	99	99	99	99	76.95965606	-67.46215737
24141	24.076	23.514	22.716	0.026	0.02	0.037	76.89771128	-67.46572359
29030	21.649	21.307	20.799	0.015	0.02	0.021	76.91366357	-67.46480363
27829	20.655	20.321	20.034	0.01	0.012	0.036	76.90982917	-67.46502122
100110	99	99	99	99	99	99	76.96316074	-67.46194382
21756	22.332	21.869	21.201	0.005	0.012	0.009	76.88917949	-67.46620315
19954	22.434	22.039	21.411	0.006	0.026	0.051	76.88208497	-67.4666081
35596	21.857	21.499	21.001	0.003	0.023	0.013	76.9365656	-67.46347212
18416	23.167	22.71	22.08	0.034	0.039	0.009	76.87522873	-67.46699475
25628	20.584	20.265	19.794	0.016	0.005	0.03	76.90261941	-67.46542005
19637	23.369	22.849	22.074	0.017	0.007	0.008	76.88060025	-67.46667828
24640	21.145	20.824	20.404	0.009	0.005	0.007	76.89932016	-67.46560364
16569	22.005	21.677	21.237	0.018	0.008	0.011	76.86622861	-67.46749952
23275	20.696	20.349	19.846	0.004	0.015	0.006	76.89447288	-67.46587733
37657	23.418	22.894	22.217	0.02	0.017	0.015	76.94564525	-67.46292608
18539	21.839	21.504	21.049	0.012	0.01	0.012	76.87573318	-67.46694495
16359	20.763	20.487	20.047	0.021	0.019	0.025	76.86522373	-67.46754622
17830	22.912	22.483	21.858	0.039	0.012	0.016	76.8725156	-67.46712862
23168	23.541	22.996	22.313	0.045	0.023	0.018	76.89405382	-67.46589303
20110	22.491	22.116	21.582	0.008	0.008	0.005	76.88260672	-67.46654761
31050	23.338	22.88	22.255	0.022	0.006	0.003	76.92011261	-67.46439189
32291	21.454	21.168	20.795	0.016	0.008	0.01	76.92440959	-67.46413296
17353	22.826	22.426	21.812	0.025	0.047	0.026	76.87009419	-67.46724998
25247	24.523	23.801	23.018	0.035	0.014	99	76.90129061	-67.46546056
26059	21.677	21.359	20.979	0.018	0.007	0.024	76.90395462	-67.46530465
17756	21.547	21.245	20.823	0.029	0.013	0.021	76.87204914	-67.46713219
104935	99	99	99	99	99	99	76.89587651	-67.46576462
21351	23.098	22.673	22.023	0.03	0.015	0.018	76.88757693	-67.46624055
26621	24.164	23.629	22.837	0.042	0.011	0.028	76.90567316	-67.46519579
38753	21.988	21.672	21.226	0.008	0.01	0.018	76.95079338	-67.46259526
24550	21.571	21.284	20.876	0.012	0.019	0.008	76.89887189	-67.46558099
20612	24.214	23.63	22.573	0.052	0.02	99	76.88457269	-67.46639578
27960	20.111	19.255	18.235	0.009	0.009	0.006	76.91000445	-67.46493517
21075	23.668	23.147	22.458	0.035	0.013	0.029	76.88642554	-67.46628132
37300	23.296	22.765	22.109	0.017	0.022	0.008	76.94370273	-67.46296966
105327	99	99	99	99	99	99	76.89346701	-67.46585597
26135	21.095	20.861	20.502	0.024	0.017	0.016	76.90404782	-67.46524612
23812	21.841	21.513	21.031	0.011	0.005	0.013	76.8961075	-67.4656992
40127	21.765	21.435	20.988	0.018	0.003	0.021	76.95759389	-67.46215642
100091	99	99	99	99	99	99	76.96376435	-67.46179767
21419	23.877	23.308	22.593	0.005	0.024	0.015	76.8876407	-67.46617939
23735	20.063	19.236	18.239	0.008	0.009	0.016	76.89583305	-67.46570839
19960	23.873	23.299	22.616	0.017	0.033	0.045	76.88170554	-67.46651562
26343	23.162	22.803	99	0.015	99	99	76.9046346	-67.46519551
26052	23.777	23.253	22.527	0.02	0.025	0.042	76.90371403	-67.46524828
24326	20.195	19.853	19.434	0.011	0.01	0.012	76.89792302	-67.46557774
34656	20.683	20.311	19.818	0.004	0.008	0.015	76.93259163	-67.46358274
103534	99	99	99	99	99	99	76.90454092	-67.46519344
29843	21.079	20.823	20.416	0.009	0.005	0.019	76.91582325	-67.4645407
30134	20.651	20.326	19.912	0.012	0.003	0.061	76.91679626	-67.46448406
21792	21.986	21.635	21.104	0.042	0.013	0.037	76.88885523	-67.46608627
22364	20.485	20.172	19.723	0.005	0.011	0.005	76.8909435	-67.46596605
25997	22.714	22.329	21.744	0.023	0.016	0.005	76.90344805	-67.46524499
21649	20.936	20.649	20.239	0.006	0.014	0.02	76.88828544	-67.46610616
20092	21.289	20.515	19.54	0.015	0.013	0.012	76.88208562	-67.46645802
34316	22.196	21.833	21.358	0.009	0.028	0.01	76.93129016	-67.46362693
100029	99	99	99	99	99	99	76.96708135	-67.46155874
22832	22.535	22.14	21.511	0.069	0.026	0.003	76.89249164	-67.46585621
19465	22.857	22.339	21.585	0.007	0.047	0.023	76.87935202	-67.46660698
19931	23.397	22.873	22.249	0.004	0.016	0.019	76.88142679	-67.46648777
28454	21.985	21.655	21.196	0.007	0.008	0.017	76.91126379	-67.46477434
23080	18.633	17.37	15.917	0.007	0.018	0.013	76.89330686	-67.46580265
23277	21.236	20.981	20.573	0.017	0.014	0.016	76.89398312	-67.46576184
33873	21.099	20.802	20.401	0.003	0.008	0.015	76.92957709	-67.4637124
22880	21.977	21.648	21.136	0.005	0.016	0.043	76.89261318	-67.465836
34636	20.911	20.63	20.248	0.013	0.016	0.01	76.93235892	-67.4635481
100152	99	99	99	99	99	99	76.96103678	-67.46188987
24453	20.712	20.445	20.057	0.005	0.003	0.016	76.89813095	-67.46551419
34558	22.774	22.37	21.777	0.028	0.012	99	76.93208823	-67.46356092
24930	22.607	22.244	21.647	0.019	0.031	0.012	76.89978563	-67.46541863
24642	21.665	21.351	20.944	0.008	0.022	0.006	76.89877499	-67.46547566
100188	99	99	99	99	99	99	76.95956925	-67.46196993
16175	21.834	21.474	20.977	0.019	0.011	0.051	76.86361813	-67.46748501
21390	22.195	21.817	21.311	0.021	0.003	0.015	76.88726312	-67.46612663
29764	21.577	21.22	20.692	0.026	0.011	0.004	76.91536379	-67.46450729
19021	22.086	21.648	21.072	0.009	0.028	0.039	76.87734328	-67.46668869
30048	22.013	21.688	21.236	0.013	0.021	0.007	76.91632048	-67.46445048
19524	20.563	20.289	19.784	0.047	0.019	0.035	76.87953261	-67.46656105
20352	23.947	23.373	22.611	0.034	0.016	0.004	76.88307082	-67.46635284
25465	21.446	21.111	20.647	99	0.028	0.043	76.90145966	-67.46529613
21634	21.473	21.209	20.804	0.017	0.008	0.018	76.88802745	-67.46606534
25068	22.626	22.223	21.548	0.022	0.025	0.021	76.90018193	-67.46536406
17787	22.057	21.493	20.653	0.012	0.02	0.014	76.87166409	-67.46699763
16071	21.893	21.569	21.107	0.011	0.014	0.009	76.86293585	-67.46749556
23627	21.865	21.539	21.077	0.014	0.02	0.017	76.89508543	-67.46564975
25695	21.475	21.118	99	0.009	0.013	99	76.90217048	-67.46523985
28358	21.603	21.325	20.906	0.009	0.014	0.012	76.91074955	-67.46474629
19000	20.389	20.088	19.642	0.004	0.009	0.028	76.87717629	-67.46667278
26334	21.503	21.223	20.845	0.013	0.019	0.016	76.9042557	-67.46511795
19517	21.059	20.804	20.458	0.02	0.004	0.089	76.87940067	-67.46653902
28965	20.981	20.701	20.272	0.01	0.016	0.027	76.91263063	-67.4646309
36027	21.808	21.496	21.086	0.013	0.008	0.007	76.93765817	-67.46318487
26138	22.78	22.347	21.774	0.017	0.019	0.005	76.90362199	-67.46514356
100129	99	99	99	99	99	99	76.96205484	-67.46177394
25431	22.951	22.553	21.739	0.004	0.055	0.028	76.90126357	-67.46527414
20067	22.198	21.796	21.174	0.008	0.025	0.027	76.88165829	-67.46639676
21922	24.595	23.974	23.159	0.048	0.037	0.008	76.88899121	-67.46597592
24105	22.264	21.852	21.243	0.008	0.003	0.011	76.89671856	-67.46553021
25621	22.475	21.988	99	0.01	0.019	99	76.90179648	-67.46523864
33233	23.522	23.04	22.391	0.009	0.01	0.013	76.9269954	-67.46378838
27071	22.759	22.358	21.763	0.009	0.012	0.019	76.90646104	-67.46496854
17674	22.902	22.494	21.88	0.039	0.016	99	76.87098799	-67.46700097
103980	99	99	99	99	99	99	76.90146646	-67.46525192
19716	20.925	20.697	20.284	99	99	0.002	76.88019731	-67.46646824
28022	24.544	23.87	23.101	0.038	0.019	99	76.90957423	-67.46478215
20236	22.177	21.816	21.295	0.015	0.021	0.017	76.88237632	-67.46633726
30396	22.029	21.68	21.193	0.02	0.02	0.002	76.91722195	-67.46433343
31539	22.914	22.482	21.85	0.018	0.046	0.013	76.9209573	-67.46411591
17415	22.256	21.927	21.437	0.006	0.019	0.009	76.86965791	-67.46705841
24288	25.004	24.319	23.354	0.122	0.026	0.005	76.89728614	-67.46547126
22787	22.925	22.454	21.834	0.039	0.014	99	76.89198805	-67.46577365
26526	22.82	22.395	21.797	0.032	0.011	0.011	76.9046284	-67.46504537
18975	21.06	20.729	20.239	0.017	0.008	0.022	76.87688094	-67.46663509
22697	22.556	22.13	21.558	0.02	0.031	0.018	76.89165081	-67.46578555
21583	21.825	21.514	21.044	0.006	0.006	0.009	76.88758618	-67.46601746
25424	20.982	20.722	20.342	0.007	0.021	0.02	76.90110362	-67.46524139
27755	21.416	21.137	20.741	0.012	0.013	0.009	76.90860343	-67.46481037
34673	22.412	21.991	21.415	0.004	0.022	0.009	76.93211042	-67.46345474
25079	23.169	22.701	21.97	0.018	0.023	0.03	76.89996474	-67.46530368
17655	22.446	22.054	21.522	0.009	0.007	0.01	76.87074322	-67.46697538
31184	22.01	21.64	21.114	0.03	0.021	0.063	76.91969391	-67.46416327
24222	22.907	22.46	21.865	0.011	0.015	0.008	76.89700537	-67.46546725
36201	20.999	20.71	20.293	0.011	0.02	0.044	76.93815226	-67.46309942
16671	21.38	21.094	20.696	0.016	0.016	0.027	76.865908	-67.46724349
23007	21.783	21.466	21.004	0.014	0.02	0.017	76.89259587	-67.46571219
22351	18.76	17.514	16.1	0.008	0.022	0.004	76.89030916	-67.46583849
17311	24.507	23.975	23.08	0.071	0.02	0.043	76.86903165	-67.46705632
19586	22.916	22.499	21.83	0.017	0.028	99	76.87940859	-67.46646038
18042	21.725	21.423	20.982	0.017	0.029	0.019	76.87255679	-67.4668501
28829	21.14	20.888	20.52	0.006	0.017	0.007	76.91189751	-67.46458863
26471	23.027	22.584	21.952	0.019	0.031	0.003	76.9043743	-67.46502048
26928	23.343	22.825	22.173	0.011	0.018	0.012	76.90583533	-67.46493598
26285	22.997	22.531	21.838	0.015	0.014	0.021	76.90376277	-67.46505383
103927	99	99	99	99	99	99	76.90172397	-67.4651675
103887	99	99	99	99	99	99	76.9020094	-67.46515077
19466	20.854	20.557	20.232	0.002	0.003	0.012	76.87881138	-67.46647768
31620	20.59	20.221	19.714	0.027	0.027	0.021	76.92105638	-67.46404881
23066	22.861	22.442	21.8	0.027	0.025	99	76.89270185	-67.46567664
23883	23.765	23.116	22.27	0.015	0.061	0.005	76.89558472	-67.46551109
19983	21.997	21.675	21.162	0.01	0.018	0.013	76.88106699	-67.46634367
24395	21.991	21.551	20.963	0.013	0.041	0.027	76.89740595	-67.46540577
36176	24.016	23.465	22.783	0.031	0.036	0.025	76.93790996	-67.46307512
20395	20.71	20.387	19.926	0.002	0.007	0.024	76.88280923	-67.46623882
18529	22.31	21.919	21.388	0.045	0.026	0.013	76.87464507	-67.46670518
29289	23.17	22.657	22.012	0.032	0.02	0.007	76.91337985	-67.46448225
23943	19.928	19.091	18.068	0.004	0.005	0.017	76.8958015	-67.46549175
27240	24.391	23.757	22.954	0.059	0.028	0.011	76.90665916	-67.46486517
26362	21.044	20.743	20.283	0.015	0.014	0.024	76.9039446	-67.46501858
21012	21.349	21.066	20.678	0.009	0.019	0.019	76.88530645	-67.46608589
34092	21.184	20.428	19.479	0.009	0.01	0.019	76.92983379	-67.46352186
28548	24.989	24.175	23.285	0.07	0.033	0.002	76.91093491	-67.4646096
23179	23.677	23.174	22.342	0.009	0.015	0.004	76.89300003	-67.46563906
18016	21.029	20.742	20.371	0.016	0.019	0.008	76.87230711	-67.46682458
26887	22.807	22.327	21.674	0.022	0.011	0.012	76.90555557	-67.46491746
30220	21.258	20.992	20.585	0.013	0.017	0.016	76.9163699	-67.46429358
30634	21.542	21.243	20.836	0.019	0.015	0.015	76.91767138	-67.46421825
18367	23.394	22.875	22.262	0.005	0.03	0.008	76.87384754	-67.4667335
20786	24.49	23.88	23.09	0.028	0.006	0.009	76.88441177	-67.46612628
28192	22.964	22.503	21.833	0.042	0.016	0.012	76.90974393	-67.46466996
103900	99	99	99	99	99	99	76.90188568	-67.46511939
25233	19.981	19.137	18.11	0.012	0.014	0.01	76.9001936	-67.46521501
32137	21.184	20.855	20.396	0.003	0.007	0.009	76.92285869	-67.46390957
27676	25.061	24.319	23.394	0.094	0.031	0.08	76.90805047	-67.46475974
25300	21.284	20.962	20.529	0.013	0.014	0.044	76.9003904	-67.46519726
30184	21.381	21.094	20.658	0.02	0.019	0.047	76.91617977	-67.46428905
22634	23.465	23.006	22.34	0.026	0.006	0.028	76.89112716	-67.46572739
29483	23.741	23.119	22.406	0.038	0.004	0.037	76.91393459	-67.46441731
36781	22.536	22.116	21.568	0.01	0.007	0.01	76.9404196	-67.46289044
21415	21.744	21.416	20.967	0.004	0.019	0.026	76.88673169	-67.4659727
29050	20.021	19.171	18.164	0.013	0.014	0.015	76.9124122	-67.46449774
19995	21.956	21.64	21.156	0.02	0.03	0.011	76.88092971	-67.46629904
26070	24.009	23.527	22.681	0.025	0.018	0.03	76.90286171	-67.46503997
28318	21.773	21.423	20.906	0.008	0.008	0.026	76.91003671	-67.46462754
30722	24.268	23.735	22.908	0.035	0.023	0.037	76.91783785	-67.46417497
23180	22.212	21.862	21.303	0.015	0.007	0.022	76.89287253	-67.46560912
19096	20.141	19.988	19.759	0.007	0.033	0.04	76.87699239	-67.46651826
23873	24.194	23.622	22.8	0.007	0.033	0.016	76.89534606	-67.46546183
35911	21.532	21.222	20.795	0.005	0.016	0.01	76.9366093	-67.46308806
19728	22.136	21.764	21.235	0.017	0.046	0.118	76.87977265	-67.46635354
28835	22.742	22.31	21.7	0.024	0.014	0.002	76.91164391	-67.46452279
33817	21.393	21.085	20.638	0.043	0.011	0.013	76.92857966	-67.46354539
17925	22.569	22.123	21.783	0.01	0.026	99	76.8716772	-67.46681237
22054	22.752	22.355	21.781	0.035	0.022	0.007	76.88886354	-67.46582586
24227	22.061	21.734	21.263	0.023	0.003	0.012	76.89661548	-67.46537562
23130	23.169	22.712	22.058	0.011	0.022	0.007	76.8926433	-67.46560181
38465	24.384	23.807	23.032	0.027	0.017	0.019	76.94817976	-67.46240522
18633	21.092	20.764	20.295	0.011	0.011	0.014	76.87494742	-67.46661569
23513	19.289	18.284	17.104	0.007	0.008	0.018	76.89396647	-67.46552388
18037	22.399	21.76	20.827	0.015	0.025	0.012	76.87219495	-67.46677139
29628	23.537	23.02	22.344	0.016	0.033	0.007	76.91418845	-67.4643541
28156	21.106	20.779	20.337	0.006	0.004	0.037	76.90939641	-67.46462219
21668	22.809	22.388	21.795	0.014	0.011	0.007	76.88742502	-67.46588344
23408	22.538	22.178	21.649	0.015	0.006	0.006	76.89356018	-67.46553062
28027	20.941	20.33	19.522	0.016	0.01	0.008	76.90899289	-67.46464194
22239	23.874	23.377	22.577	0.047	0.013	0.008	76.88946048	-67.46576182
30409	24.322	23.741	22.986	0.004	0.007	0.008	76.9166852	-67.4641968
21457	21.527	21.194	20.717	0.015	0.013	0.024	76.88667196	-67.46592006
37203	23.256	22.727	22.01	0.008	0.006	0.017	76.9421554	-67.46272845
27561	22.809	22.433	21.784	0.017	0.011	0.018	76.90745714	-67.4647261
32989	21.289	20.996	20.591	0.008	0.004	0.005	76.92550731	-67.46368598
22979	23.09	22.536	21.853	0.026	0.068	0.021	76.89205153	-67.46560851
36320	22.55	22.136	21.608	0.019	0.004	0.009	76.93807947	-67.46295689
33870	21.935	21.629	21.135	0.013	0.018	0.024	76.92864621	-67.46349751
20732	22.518	22.144	21.57	0.004	0.023	0.014	76.88383952	-67.46606698
33634	21.935	21.58	21.132	0.01	0.015	0.016	76.92776841	-67.46353929
27684	22.093	21.751	21.259	0.004	0.023	0.01	76.90777431	-67.46468963
34041	23.694	23.132	22.423	0.008	0.048	99	76.92927137	-67.46345093
37850	23.369	22.933	22.167	0.024	0.007	99	76.94505265	-67.4625369
38337	24.081	23.644	22.881	0.056	0.064	0.066	76.94745225	-67.46239805
24347	22.363	22.005	21.447	0.021	0.012	0.013	76.89684119	-67.46531006
17491	23.639	23.148	22.481	0.04	0.01	0.017	76.86938964	-67.46688313
24038	20.879	20.554	20.067	0.007	0.012	0.011	76.89575359	-67.46537137
28408	21.674	21.365	20.933	0.006	0.01	0.013	76.91006763	-67.46454712
33467	24.859	24.18	23.32	0.053	0.022	0.046	76.92712438	-67.46356293
18850	22.789	22.053	21.095	0.006	0.016	0.015	76.87562665	-67.46651696
37887	21.313	21.024	20.634	0.012	0.01	0.013	76.94518569	-67.46251354
30056	21.068	20.742	20.266	0.005	0.002	0.028	76.91542148	-67.464227
31682	20.638	20.312	19.854	0.009	0.01	0.03	76.92076968	-67.46391559
31848	21.254	20.933	20.488	0.007	0.02	0.008	76.92142853	-67.46387644
21964	21.033	20.752	20.346	0.012	0.016	0.014	76.88830004	-67.46577787
33093	21.199	20.91	20.549	0.005	0.006	0.006	76.92571689	-67.46362464
30119	22.274	21.804	99	99	99	99	76.91555101	-67.46420721
27065	22.902	22.462	21.864	0.019	0.007	0.01	76.90561057	-67.46477838
21288	23.339	22.812	22.208	0.031	0.027	0.02	76.88583812	-67.46591037
24446	22.681	22.262	21.661	0.009	0.02	0.015	76.89703889	-67.46526712
25878	22.489	22.059	21.822	0.04	0.047	99	76.9018175	-67.46499106
28977	20.576	20.298	19.888	0.005	0.013	0.01	76.91177715	-67.46441758
33254	20.288	20.085	19.851	0.009	0.015	0.014	76.92624335	-67.46358464
16522	23.999	23.398	22.709	0.024	0.009	0.002	76.8643493	-67.46713646
36604	21.419	21.105	20.682	0.014	0.004	0.007	76.93916848	-67.4628329
28933	23.557	23.066	22.434	0.012	0.011	0.023	76.91156924	-67.4644173
100057	99	99	99	99	99	99	76.96530953	-67.4613126
20529	22.171	21.826	21.343	0.007	0.007	0.009	76.88272433	-67.46606662
29626	20.849	20.578	20.18	0.009	0.02	0.014	76.91385153	-67.46427782
22726	20.185	19.908	19.496	0.01	0.018	0.012	76.89093014	-67.46559376
23020	21.415	21.125	20.676	0.013	0.025	0.021	76.89188169	-67.46553628
32143	21.417	21.142	20.748	0.009	0.016	0.014	76.92234372	-67.46378416
24431	22.118	21.644	20.964	0.011	0.01	0.014	76.89687176	-67.46524568
34748	24.436	23.888	23.037	0.045	0.021	0.003	76.93157084	-67.46324968
25365	21.016	20.375	19.51	0.007	0.013	0.015	76.9000888	-67.46505608
17663	23.243	22.778	22.133	0.037	0.022	0.014	76.86995657	-67.46677917
27986	20.943	20.605	20.09	0.023	0.019	0.01	76.9085069	-67.46456443
24982	20.953	20.615	20.093	0.013	0.016	0.012	76.89874322	-67.46512267
23560	22.873	22.417	21.753	0.019	0.031	0.024	76.89366961	-67.46540811
17080	21.85	21.56	21.128	0.015	0.015	0.012	76.86712531	-67.46692861
19132	21.539	21.206	20.743	0.023	0.016	0.024	76.87664605	-67.46638183
36782	23.424	22.885	22.277	0.021	0.023	0.008	76.93981739	-67.46274853
22248	22.017	21.627	21.071	0.052	0.026	0.003	76.88909749	-67.46566318
31565	21.876	21.545	21.112	0.022	0.018	0.012	76.92009642	-67.46388171
26870	20.808	20.525	20.091	0.007	0.016	0.012	76.90481488	-67.46475936
26806	23.159	22.692	22.01	0.027	0.012	0.065	76.90455468	-67.46476786
25257	23.676	23.172	22.435	0.014	0.025	0.037	76.89959802	-67.46505234
16283	24.122	23.577	22.86	0.037	0.039	0.012	76.8629643	-67.46714827
27758	21.162	20.866	20.391	0.018	0.032	0.009	76.90763844	-67.4645842
21624	21.462	21.202	20.813	0.006	0.012	0.013	76.8867588	-67.46577972
24420	23.295	22.784	22.155	0.041	0.037	0.005	76.89666514	-67.46521083
18349	24.088	23.547	22.719	0.026	0.015	0.001	76.87304779	-67.46656407
29204	22.477	22.116	21.563	0.017	0.016	0.012	76.9122242	-67.46431479
30678	22.312	21.948	21.411	0.014	0.008	0.026	76.9170752	-67.46403509
31974	21.51	21.196	20.757	0.009	0.021	0.015	76.92151546	-67.46377834
18790	24.612	24.032	23.087	0.026	0.044	0.006	76.8749704	-67.4664491
33332	21.079	20.917	20.68	0.004	0.005	0.016	76.92624735	-67.46350232
21700	21.934	21.625	21.167	0.014	0.022	0.022	76.88699937	-67.46575736
30644	23.053	99	21.748	99	99	99	76.9169148	-67.46403609
28800	21.106	20.794	20.337	0.004	0.005	0.011	76.910867	-67.46437681
27477	20.084	19.822	19.452	0.007	0.015	0.013	76.90661162	-67.4646183
28381	19.515	19.387	19.181	0.007	0.009	0.022	76.90954524	-67.46444557
22531	21.181	20.926	20.509	0.003	0.012	0.025	76.8899989	-67.46556799
21944	23.562	23.036	22.379	0.038	0.016	0.013	76.88784333	-67.46569117
35687	21.342	21.054	20.672	0.013	0.029	0.022	76.93502224	-67.46297833
26696	20.967	20.664	20.244	0.01	0.012	0.017	76.90409799	-67.46475484
30385	21.044	20.718	20.266	0.023	0.011	0.014	76.91601852	-67.4640663
20573	23.295	22.831	22.118	0.05	0.052	0.023	76.88259571	-67.46598468
23465	20.842	20.711	20.518	0.009	0.027	0.012	76.89314776	-67.46537833
25962	20.222	19.909	19.453	0.011	0.005	0.03	76.90171605	-67.46488599
23212	18.768	17.537	16.093	0.004	0.019	0.007	76.89223948	-67.46542989
18767	22.622	22.214	21.647	0.012	0.02	0.012	76.87478469	-67.46642759
22932	23.159	22.655	22.036	0.014	0.034	0.027	76.89130089	-67.46547817
100223	99	99	99	99	99	99	76.95784493	-67.46163998
20610	22.959	22.511	21.826	0.048	0.038	0.001	76.88271749	-67.46596357
27873	24.389	23.86	22.941	0.037	0.014	0.017	76.90784208	-67.46451644
17507	21.877	21.541	21.028	0.016	0.009	0.005	76.86888869	-67.46674752
19126	21.161	20.88	20.481	0.01	0.025	0.014	76.8763262	-67.46632074
27187	20.647	20.307	19.815	0.018	0.015	0.02	76.90553988	-67.46464441
21042	20.682	20.328	19.83	0.001	0.006	0.021	76.88445637	-67.46585389
31218	23.404	22.924	22.242	0.008	0.022	0.027	76.91861663	-67.46389001
26126	21.533	21.271	20.841	0.003	0.017	0.011	76.90221052	-67.46482644
30576	21.357	21.042	20.628	0.01	0.017	0.015	76.91649492	-67.46400219
40025	23.877	23.307	22.622	0.028	0.025	99	76.95519742	-67.46176962
29686	20.632	20.362	20.005	0.009	0.015	0.017	76.91362914	-67.4641657
20137	21.002	20.752	20.369	0.017	0.015	0.01	76.88066361	-67.46605514
23597	20.029	19.187	18.163	0.01	0.014	0.025	76.89346946	-67.46531627
28610	23.639	23.184	22.442	0.021	0.019	0.024	76.91007189	-67.46435779
24354	23.516	23.008	22.301	0.026	0.027	0.003	76.89619871	-67.46515429
34543	20.896	20.634	20.274	0.008	0.008	0.014	76.93040963	-67.46318601
29122	24.204	23.64	22.848	0.025	0.036	0.016	76.91165283	-67.46426311
32845	24.637	23.97	23.265	0.03	0.167	0.049	76.92424645	-67.46353612
27620	23.637	23.217	22.506	0.035	0.02	0.027	76.90686167	-67.46453564
23351	22.387	21.891	21.146	0.017	0.006	0.025	76.89254179	-67.46535459
30712	21.097	20.832	20.46	0.006	0.014	0.008	76.91686155	-67.46395718
18149	23.732	23.178	22.48	0.058	0.024	0.012	76.87172129	-67.46654203
26554	24.109	23.499	22.657	0.059	0.039	0.034	76.90336226	-67.46471991
16965	21.645	21.356	20.922	0.013	0.021	0.022	76.86601089	-67.4668609
25739	22.812	22.31	21.494	0.057	0.042	0.069	76.90076114	-67.46486876
25631	19.849	18.987	17.966	0.007	0.007	0.019	76.90035815	-67.46489134
24776	20.869	20.505	19.983	0.003	0.014	0.011	76.89753291	-67.46505268
32780	23.042	22.615	21.996	0.02	0.032	0.015	76.92396054	-67.46353234
21638	20.961	20.661	20.214	0.011	0.014	0.019	76.88640783	-67.46568584
20192	21.537	21.274	20.825	0.019	0.023	0.025	76.88076483	-67.46600885
32363	23.09	22.645	22.026	0.036	0.007	0.01	76.92249972	-67.46360977
37666	21.611	21.196	20.668	0.012	0.023	0.004	76.94343243	-67.46240047
31918	21.105	20.486	19.677	0.012	0.014	0.009	76.92092025	-67.46369769
38418	23.655	23.159	22.482	0.017	0.028	0.008	76.94701273	-67.46219316
22320	21.14	20.829	20.408	0.012	0.022	0.014	76.88883677	-67.46553955
21022	22.458	22.067	21.433	0.025	0.024	0.045	76.88412706	-67.46580058
16727	23.7	23.191	22.506	0.012	0.014	0.02	76.86477251	-67.46690638
28503	22.624	22.22	21.592	0.033	0.038	0.028	76.90954614	-67.4643344
36384	23.195	22.708	22.089	0.015	0.019	0.015	76.93743531	-67.46272362
27837	19.741	18.878	17.841	0.002	0.006	0.015	76.90739299	-67.46445015
29365	21.066	20.259	19.277	0.004	0.011	0.019	76.91227905	-67.46416503
22935	21.642	21.333	20.94	0.005	0.009	0.009	76.89092657	-67.4653892
19109	22.134	21.806	21.325	0.022	0.024	0.031	76.87592063	-67.46624898
32643	22.574	22.175	21.581	0.009	0.004	0.013	76.92327962	-67.46352182
21626	24.026	23.406	22.692	0.066	0.002	0.013	76.88620439	-67.4656509
30631	21.765	21.476	21.067	0.009	0.022	0.016	76.91635538	-67.46391489
38642	20.112	19.903	19.641	0.008	0.006	0.005	76.94795902	-67.46209314
22498	20.064	20.045	20.022	0.005	0.013	0.021	76.88942075	-67.4654609
31649	21.31	20.934	20.429	99	99	99	76.91976843	-67.46371716
18959	22.518	22.145	21.552	0.014	0.004	0.014	76.87520144	-67.46627126
22750	21.09	20.844	20.455	0.008	0.02	0.013	76.89021176	-67.46540407
28465	21.874	21.561	21.082	0.016	0.014	0.017	76.90929433	-67.46430649
31691	20.828	20.498	20.013	0.011	0.016	0.016	76.91987806	-67.46369327
18774	22.533	22.122	21.576	0.017	0.001	0.013	76.87430615	-67.46630562
26074	21.034	20.771	20.408	0.017	0.023	0.004	76.90159142	-67.46474021
25726	23.407	22.908	22.035	0.018	0.03	0.038	76.90044375	-67.46480445
24836	21.88	21.476	20.862	0.009	0.014	0.018	76.89749846	-67.46497346
20592	22.69	22.313	21.729	0.02	0.019	0.004	76.88214456	-67.46585193
