# id	f435w	f555w	f814w	f435w_err	f555w_err	f814w_err	vsini	vsini uperr	vsini loerr	ra	dec
25628	20.584	20.265	19.794	0.016	0.005	0.03	115.3474348	10.7535995	10.7535995	76.90261941	-67.46542005
25552	20.777	20.491	20.049	0.018	0.013	0.005	123.6665725	20.36783927	20.36783927	76.88554733	-67.46151867
25606	20.039	19.2	18.167	0.013	0.011	0.012	13.58295444	8.27317294	22.5720362	76.88136601	-67.46050345
25646	21.383	21.066	20.598	0.016	0.017	0.029	216.7835663	40.19066495	40.19066495	76.87859024	-67.45981413
25631	19.849	18.987	17.966	0.007	0.007	0.019	12.39174257	9.257333513	25.47771066	76.90035815	-67.46489134
25669	20.325	20.009	19.596	0.011	0.01	0.019	25.62664778	21.2383762	52.82976088	76.90007869	-67.46478526
25656	21.045	20.756	20.298	0.004	0.012	0.022	68.55377647	16.90940929	27.54415057	76.89413942	-67.46342023
25658	20.052	19.193	18.173	0.006	0.008	0.01	14.50835334	7.23189495	19.5972271	76.88376341	-67.46100422
25649	21.03	20.733	20.313	0.014	0.007	0.013	239.3073839	28.70496741	28.70496741	76.89631873	-67.46393458
25687	18.69	17.412	15.971	0.006	0.012	0.007	16.63727408	5.631499207	15.02064171	76.90810342	-67.46662614
25744	20.947	20.602	20.141	0.01	0.014	0.001	119.9673459	13.60996672	13.60996672	76.87923285	-67.45985861
25719	20.46	20.147	19.7	0.015	0.009	0.011	32.21068538	11.00845447	25.93356614	76.90735251	-67.46641836
25746	21.036	20.796	20.553	99	99	99	53.09225191	14.70942123	28.50913774	76.90626022	-67.4661392
25748	20.652	20.382	19.986	0.005	0.003	0.013	148.5063538	29.24969717	29.24969717	76.88571786	-67.4613623
25721	21.462	21.193	20.809	0.006	0.014	0.008	120.6724038	18.20637951	18.20637951	76.87296806	-67.45841883
25793	21.422	21.121	20.704	0.003	0.008	0.012	199.1770604	21.94365419	21.94365419	76.87507496	-67.45885426
25767	20.865	20.586	20.196	0.011	0.018	0.03	82.64586749	30.05590825	40.48779254	76.89199272	-67.46280632
25575	20.425	20.026	19.563	0.012	0.014	0.032	45.82328133	8.394021543	17.48923242	76.88990837	-67.46251304
25780	21.589	21.301	20.857	0.009	0.014	0.009	141.1682363	26.02776136	26.02776136	76.90515695	-67.46585934
25816	20.403	20.252	20.054	0.01	0.01	0.013	65.16951209	24.19604306	41.05124277	76.87399753	-67.45858287
25828	20.415	20.11	19.643	0.005	0.007	0.01	161.5967846	10.41851778	10.41851778	76.89844507	-67.46425897
25861	20.658	20.337	19.834	0.012	0.001	0.031	75.31527467	9.335076738	13.94375284	76.89627534	-67.46371885
25871	20.843	20.51	20.068	0.009	0.018	0.028	159.8543458	11.30267982	11.30267982	76.87786934	-67.45942823
25858	21.933	21.607	21.162	0.022	0.015	0.01	114.3286712	27.15127301	27.15127301	76.87181984	-67.45803637
25845	21.295	21.012	20.613	0.01	0.006	0.008	108.0131235	29.25539135	29.25539135	76.89383639	-67.46317346
25848	20.738	20.426	20.006	0.015	0.009	0.006	50.38352027	19.97107968	39.78897308	76.89596908	-67.46366291
25865	20.49	20.232	19.879	0.024	0.015	0.026	36.62854964	15.9592162	36.18638974	76.87433218	-67.45861297
25875	20.392	20.078	19.644	0.016	0.011	0.025	68.18382024	12.21304706	19.98449708	76.87936001	-67.45977324
25924	21.778	21.489	21.064	0.008	0.011	0.016	98.77306036	25.94551386	26.58218545	76.8749583	-67.45869789
25905	20.025	19.166	18.155	0.008	0.012	0.007	21.63106381	5.899497876	15.14624533	76.87979723	-67.45984606
25928	20.711	20.395	19.947	0.005	0.007	0.012	45.53591896	14.01132264	29.27359888	76.88989764	-67.46216674
25860	20.948	20.662	20.253	0.019	0.011	0.013	152.8460941	14.56044374	14.56044374	76.89769837	-67.46405036
25938	21.745	21.472	21.033	0.019	0.004	0.014	55.05545542	28.52067821	54.15765608	76.90008615	-67.46452745
25869	21.56	21.258	20.826	0.013	0.029	0.013	137.9291125	27.07462587	27.07462587	76.9003405	-67.46465544
25955	20.903	20.636	20.283	0.003	0.019	0.021	60.35303991	20.43661202	36.64160284	76.88747495	-67.46158186
25894	21.756	21.453	21.057	0.014	0.009	0.014	105.1835055	23.0091783	23.0091783	76.88952092	-67.46212051
25819	20.929	20.652	20.249	0.003	0.003	0.016	135.4838811	19.17242278	19.17242278	76.89564032	-67.46361326
25932	21.239	20.957	20.535	0.003	0.005	0.017	121.8238776	18.59203578	18.59203578	76.87287152	-67.45820236
25913	20.907	20.633	20.207	0.011	0.033	0.013	59.67231368	17.32231929	31.29370046	76.89736294	-67.4639228
25898	20.631	20.34	19.944	0.015	0.012	0.018	66.60740301	12.73095464	21.23334739	76.89460378	-67.46329926
25940	20.636	20.335	19.914	0.005	0.016	0.023	142.0835027	15.64527423	15.64527423	76.88766149	-67.46163823
25946	21.426	21.144	20.673	0.012	0.019	0.013	122.1926673	19.11483071	19.11483071	76.87594382	-67.45890614
25981	21.029	20.706	20.209	0.007	0.009	0.018	175.0500963	16.81966395	16.81966395	76.893623	-67.46298083
25962	20.222	19.909	19.453	0.011	0.005	0.03	37.18721825	21.69443399	48.94818893	76.90171605	-67.46488599
25952	22.162	21.847	21.327	0.01	0.014	0.012	56.30544392	22.28588165	41.76131577	76.91011532	-67.46684752
25964	20.987	20.659	20.287	0.007	0.015	0.017	10.26165181	62.14270303	173.6743735	76.88715694	-67.46149866
26005	20.883	20.043	19.006	0.009	0.005	0.017	15.99958294	11.37679197	30.48989739	76.89219194	-67.46262171
25972	20.077	19.229	18.201	0.005	0.009	0.008	18.26473904	6.519275353	17.1763688	76.89056038	-67.4622781
26023	21.527	21.235	20.846	0.018	0.043	0.013	140.9536502	23.85444542	23.85444542	76.88589699	-67.46113803
26034	21.212	20.959	20.531	0.001	0.019	0.005	181.5730678	25.02731347	25.02731347	76.91094867	-67.46694844
26016	21.758	21.465	21.001	0.007	0.018	0.022	90.1138343	23.72550903	28.4165953	76.90585814	-67.46578213
26054	21.66	21.349	20.965	0.008	0.012	0.01	51.16376029	25.39877137	50.20638111	76.88418005	-67.46070817
26015	21.488	21.205	20.784	0.011	0.012	0.011	91.2993855	24.71431537	29.01490999	76.8934189	-67.46289143
26101	20.714	20.114	19.326	0.015	0.006	0.029	31.53455957	16.89092336	40.01981349	76.89235299	-67.4625682
26033	20.529	20.187	19.748	0.007	0.009	0.014	16.77704278	19.00467994	50.63719326	76.88050501	-67.4598709
26074	21.034	20.771	20.408	0.017	0.023	0.004	107.0160918	19.72716747	19.72716747	76.90159142	-67.46474021
26107	20.984	20.724	20.322	0.013	0.015	0.016	96.95484661	18.36042613	19.47863241	76.90126981	-67.46462877
26089	21.329	21.015	20.544	0.008	0.007	0.019	147.8339848	26.59215404	26.59215404	76.895663	-67.46335269
26122	19.624	18.599	17.461	0.004	0.007	0.001	10.60653799	9.446783375	26.33639679	76.88341103	-67.4604603
26135	21.095	20.861	20.502	0.024	0.017	0.016	89.69352682	36.8014788	44.38734788	76.90404782	-67.46524612
26174	19.915	19.079	18.063	0.004	0.005	0.012	20.9038064	5.460326205	14.09814658	76.91064444	-67.46674369
26126	21.533	21.271	20.841	0.003	0.017	0.011	56.32878829	31.81399929	59.60111726	76.90221052	-67.46482644
26176	21.142	20.849	20.451	0.007	0.012	0.01	199.8156062	24.68206066	24.68206066	76.87011942	-67.45731315
26140	20.745	20.347	19.766	0.006	0.026	0.012	153.6540828	9.014740768	9.014740768	76.89937362	-67.46415394
26273	21.161	20.893	20.501	0.004	0.01	0.017	77.15852225	19.44415401	28.32681824	76.8918063	-67.46228369
26263	21.045	20.733	20.306	0.013	0.01	0.046	65.2210958	20.237983	34.31508044	76.9109606	-67.46674387
26289	20.336	19.895	19.31	0.008	0.01	0.045	17.98730406	15.83600136	41.81106464	76.89418003	-67.46282373
26259	21.215	20.895	20.448	0.006	0.009	0.043	212.7745763	20.35912603	20.35912603	76.87712666	-67.45888075
26292	20.133	19.869	19.473	0.002	0.007	0.012	24.77835143	13.50794671	33.82974711	76.88456452	-67.46058625
26335	21.37	21.085	20.64	0.006	0.019	0.017	156.1558134	32.37590071	32.37590071	76.87866697	-67.45916865
26352	19.632	18.875	17.858	0.003	0.015	0.044	20.0171246	5.521649531	14.35439766	76.89226654	-67.46231568
26399	21.428	21.139	20.762	0.017	0.013	0.008	117.1655211	26.90114493	26.90114493	76.8842455	-67.46040523
26362	21.044	20.743	20.283	0.015	0.014	0.024	200.5115369	30.1321014	30.1321014	76.9039446	-67.46501858
26330	20.976	20.607	20.092	0.009	0.002	0.005	154.1729151	12.35955446	12.35955446	76.8927791	-67.46245555
26409	20.499	20.212	19.771	0.008	0.014	0.032	94.40610973	8.927334285	9.926104852	76.889078	-67.46152272
26419	20.104	19.256	18.221	0.003	0.011	0.012	16.41780585	6.851770632	18.3054911	76.89513168	-67.46291681
26447	21.543	21.269	20.871	0.01	0.016	0.005	74.90971852	22.79194614	34.22907303	76.89934797	-67.46387156
26465	20.348	20.033	19.671	0.011	99	99	93.84955594	7.500161371	8.422747829	76.88520266	-67.46056712
26470	20.846	20.58	20.207	0.005	0.012	0.015	58.45375465	15.42649152	28.24474756	76.90680878	-67.46558657
26334	21.503	21.223	20.845	0.013	0.019	0.016	89.97933009	22.25319994	26.71303936	76.9042557	-67.46511795
26456	21.568	21.257	20.883	0.003	0.02	0.014	24.59828762	47.37676459	118.8225481	76.87722886	-67.45871796
26484	19.858	18.992	17.991	0.004	0.005	0.018	22.23461392	4.866408759	12.43517188	76.88641033	-67.46083554
26434	21.206	20.905	20.498	0.006	0.005	0.019	189.3152419	29.76117222	29.76117222	76.88251307	-67.45996667
26506	19.56	18.877	17.978	0.005	0.011	0.008	31.95550064	5.355114252	12.64283562	76.88015854	-67.45936867
26553	21.299	20.993	20.605	0.023	0.02	0.032	32.48207545	24.88677801	58.49285	76.89197516	-67.46207413
26498	20.866	20.52	20.125	0.004	0.015	0.037	128.6399706	29.03714325	29.03714325	76.89123526	-67.46195019
26642	20.794	19.973	18.975	0.006	0.015	0.017	25.15965412	6.62153586	16.53269654	76.90073586	-67.46402621
26659	21.556	21.223	20.76	0.011	0.015	0.014	35.67209624	32.19885766	73.62455799	76.88232807	-67.4597327
26645	19.895	19.04	18.045	0.006	0.003	0.025	24.13004777	4.684492018	11.79273573	76.87254776	-67.45746683
26622	21.924	21.614	21.103	0.012	0.001	0.017	60.46371928	28.21518171	50.52564861	76.90306422	-67.4645901
26672	21.885	21.586	21.126	0.009	0.014	0.012	109.7453449	21.71450373	21.71450373	76.88984601	-67.46146009
26686	21.478	21.201	20.735	0.012	0.034	0.016	164.1502092	18.57144375	18.57144375	76.87340509	-67.45762549
26723	21.313	21.053	20.659	0.006	0.01	0.009	108.0706935	21.70987207	21.70987207	76.90289987	-67.46445483
26614	21.01	20.744	20.37	0.003	0.01	0.002	89.69136489	23.26464486	28.06117956	76.89516539	-67.4627595
26649	19.943	19.086	18.078	0.007	0.006	0.009	27.76001803	6.04407276	14.77654691	76.8699221	-67.45685132
26609	20.76	20.51	20.162	0.008	0.022	0.017	41.81212246	22.22250281	48.08410825	76.88183879	-67.45966254
26689	20.669	20.328	19.842	0.012	0.017	0.015	71.24641744	20.31375228	31.99561534	76.88401138	-67.46008854
26706	20.737	20.178	19.348	0.016	0.021	0.012	24.51909741	8.952153438	22.46648587	76.89579989	-67.46281851
26752	19.994	19.163	18.145	0.039	0.007	0.012	15.23320606	9.309181026	25.09136962	76.88438777	-67.46012513
26692	20.802	20.427	19.864	0.014	0.011	0.013	166.2482655	22.31773862	22.31773862	76.88870726	-67.46117962
26677	20.113	19.269	18.254	0.009	0.013	0.018	25.83668459	4.545675014	11.28812161	76.90838772	-67.46576767
26647	21.744	21.44	21.014	0.022	0.002	0.016	53.9686931	26.72034757	51.31979796	76.90140617	-67.46417591
26696	20.967	20.664	20.244	0.01	0.012	0.017	161.9984208	15.2706262	15.2706262	76.90409799	-67.46475484
26667	21.553	21.244	20.805	0.009	0.018	0.014	150.5817617	24.68698602	24.68698602	76.90935074	-67.46599829
26805	20.611	20.34	19.959	0.012	0.006	0.011	130.3814653	12.93804992	12.93804992	76.91214228	-67.466532
26725	19.246	19.237	19.219	0.004	0.011	0.013	107.2504806	11.00706502	11.00706502	76.89547944	-67.46272846
26875	20.805	20.455	19.949	0.01	0.004	0.013	140.5315283	11.62381659	11.62381659	76.8723463	-67.45720443
26821	19.038	17.912	16.649	0.002	0.009	0.008	18.54133896	5.097583989	13.40243131	76.91264537	-67.46663377
26818	20.584	20.287	19.844	0.009	0.019	0.015	105.9520424	20.3021574	20.3021574	76.88472018	-67.46014344
26870	20.808	20.525	20.091	0.007	0.016	0.012	100.0209116	11.70669233	11.70669233	76.90481488	-67.46475936
26837	19.77	18.771	17.652	0.002	0.008	0.014	19.97772292	5.595797979	14.55156791	76.87845377	-67.45866357
26871	21.028	20.701	20.208	0.015	0.006	0.02	154.9763294	16.93750598	16.93750598	76.88393729	-67.45990237
26907	20.985	20.739	20.366	0.001	0.015	0.019	43.01806895	26.54108046	56.78832079	76.87650361	-67.45813768
26872	21.23	20.936	20.5	0.007	0.003	0.026	134.7774769	15.59113279	15.59113279	76.89803164	-67.46318045
26886	21.22	20.849	20.416	99	99	99	106.3748377	13.57146206	13.57146206	76.88968715	-67.46122862
26952	20.905	20.599	20.214	0.02	0.012	0.014	81.30170072	20.35866999	27.97212008	76.88607261	-67.46032859
26916	21.047	20.764	20.332	0.009	0.008	0.003	159.8125526	26.90335239	26.90335239	76.89721063	-67.46294574
26941	21.035	20.772	20.399	0.009	0.023	0.032	117.6626724	15.80373834	15.80373834	76.8913946	-67.46157134
26920	19.885	19.014	17.989	0.009	0.009	0.016	17.41844726	6.576303053	17.4379294	76.89416054	-67.46223234
26949	22.045	21.73	21.251	0.008	0.013	0.009	45.47583235	40.73312253	85.15191457	76.91007142	-67.46590859
26936	21.93	21.623	21.171	0.016	0.003	0.006	158.5659401	27.08563703	27.08563703	76.90282778	-67.4642334
27000	19.457	18.413	17.232	0.003	0.006	0.01	10.34712914	7.786791565	21.74895594	76.87604759	-67.45796516
26926	21.689	21.335	20.843	0.009	0.008	0.026	98.63429237	14.20153412	14.58943699	76.88830509	-67.460863
27016	20.632	20.329	19.915	0.017	0.009	0.008	137.2407461	20.98137427	20.98137427	76.89699072	-67.46282189
26932	21.432	21.159	20.77	0.005	0.012	0.012	45.09814831	30.97110264	64.97852032	76.89366041	-67.46210422
26958	21.071	20.251	19.262	0.01	0.009	0.006	23.90754383	8.176808244	20.6206767	76.90222552	-67.4640759
26998	21.135	20.904	20.534	0.005	0.013	0.009	164.1600237	23.14953427	23.14953427	76.88435245	-67.45989781
26919	21.821	21.523	21.102	0.006	99	0.015	25.47251816	69.14583753	172.2111405	76.88010783	-67.45896339
27053	20.529	20.275	19.89	0.002	0.009	0.01	82.43740943	30.88023077	41.72696777	76.90902877	-67.46558723
27015	19.882	19.565	19.124	0.016	0.013	0.016	112.2721568	7.022064904	7.022064904	76.89272426	-67.46183227
27050	21.421	21.137	20.75	0.021	0.013	0.016	102.3853835	19.07351857	19.07351857	76.87125768	-67.45680721
27064	21.154	20.374	19.379	0.006	0.012	0.01	21.8493181	10.82762562	27.75135213	76.89737176	-67.46286497
27063	19.418	18.434	17.276	0.007	0.019	0.012	12.16226098	8.62389917	23.77397526	76.88365343	-67.45967607
27059	21.488	21.204	20.826	0.013	0.018	0.013	119.4429874	26.33326822	26.33326822	76.89859512	-67.46315277
27103	21.521	21.235	20.854	0.011	0.013	0.009	47.31098992	25.75155188	52.88802741	76.91131659	-67.46607104
27099	21.692	21.401	20.981	0.014	0.012	0.018	78.29208653	25.49849725	36.56888069	76.87790733	-67.45830683
27100	20.689	20.473	20.193	0.013	0.028	99	97.0003227	19.5969961	20.77268938	76.89401692	-67.46205339
27121	20.726	20.376	19.896	0.011	0.01	0.028	93.52675381	10.59278502	11.96417912	76.87927942	-67.45860313
27081	20.213	19.382	18.385	0.002	0.008	0.019	23.15926231	5.451835753	13.83029737	76.87649185	-67.45799365
27094	20.768	20.466	19.99	0.029	0.006	0.011	149.8783948	15.87058465	15.87058465	76.88248214	-67.45937718
27106	20.712	20.344	19.791	0.015	0.02	0.024	104.9761733	20.37378683	20.37378683	76.89453741	-67.462169
27095	20.937	20.602	20.217	0.01	0.007	0.007	49.59018402	14.39246559	28.90289642	76.91195425	-67.46622892
27084	20.943	20.634	20.249	0.009	0.018	0.017	96.36924534	12.80046144	13.72996814	76.90049781	-67.46357395
27145	18.329	18.368	18.394	0.003	0.004	0.006	224.942204	7.596116231	7.596116231	76.8919894	-67.46153999
27129	19.278	18.236	17.04	0.004	0.008	0.023	15.97798361	5.470347677	14.66294052	76.89593294	-67.46247129
27132	20.758	20.44	19.968	0.007	0.007	0.008	138.1151802	12.86444945	12.86444945	76.88544146	-67.46002956
27158	21.857	21.556	21.108	0.028	0.009	0.003	83.39951819	24.40433052	32.50680342	76.88919419	-67.46087051
27151	20.521	20.017	19.323	0.01	0.006	0.029	90.34012715	8.338130909	9.949036597	76.89386255	-67.46196871
27203	19.554	19.24	18.817	0.005	0.002	0.014	128.8896746	6.426838178	6.426838178	76.88066085	-67.45884294
27163	21.604	21.299	20.863	0.015	0.02	0.008	185.4407424	23.85174225	23.85174225	76.87322398	-67.45715183
27183	20.704	20.429	20.045	0.008	0.007	0.026	137.8226508	21.22341871	21.22341871	76.87871473	-67.45841093
27187	20.647	20.307	19.815	0.018	0.015	0.02	125.9294604	8.939443274	8.939443274	76.90553988	-67.46464441
27196	19.961	19.119	18.113	0.011	0.008	0.014	16.42608366	9.672672332	25.8403345	76.87018498	-67.45641652
27224	20.045	19.198	18.181	0.01	0.013	0.024	11.72404997	8.358201336	23.11476461	76.89826147	-67.46292133
27209	21.851	21.525	21.089	0.018	0.024	0.018	65.04247172	28.19145346	47.9015241	76.87538851	-67.45761108
27266	20.641	20.347	19.958	0.01	0.014	0.012	133.2028103	15.7706177	15.7706177	76.88609606	-67.46004374
27214	21.043	20.786	20.437	0.005	0.019	0.014	71.06711689	28.71120081	45.32515716	76.88774059	-67.46048285
27212	21.512	21.239	20.844	0.008	0.013	0.024	105.054976	32.08071338	32.08071338	76.90320912	-67.46408124
27252	20.731	20.415	19.973	0.02	0.005	0.02	115.1406298	23.79745091	23.79745091	76.899738	-67.46324274
27295	20.407	20.113	19.676	0.015	0.008	0.024	48.51735131	29.31825066	59.50587464	76.89988258	-67.46322732
27213	20.469	20.224	19.886	0.008	0.009	0.012	27.33282756	35.80866861	87.85096253	76.89169534	-67.46140448
27310	20.66	20.411	20.047	0.005	0.014	0.007	127.6255995	20.71794211	20.71794211	76.89417008	-67.4618861
27296	21.865	21.56	21.116	0.018	0.004	0.002	131.1538255	20.69421436	20.69421436	76.89086196	-67.4611303
27330	21.866	21.58	21.124	0.005	0.013	0.005	97.46608268	32.6409527	34.2951422	76.89764606	-67.46268026
27412	20.026	19.769	19.317	0.035	0.016	0.025	59.50305729	7.134952938	12.91382855	76.88858057	-67.46048795
27390	21.805	21.473	21.052	0.008	0.007	0.007	94.92426009	31.46567851	34.65991052	76.91189259	-67.46592313
27359	20.843	20.59	20.266	0.011	0.01	0.016	29.31217502	50.89881878	122.8573547	76.89029831	-67.46093897
27415	20.094	19.254	18.249	0.009	0.01	0.019	25.28841149	6.787857392	16.93048956	76.892369	-67.46136849
27343	20.867	20.529	20.025	0.006	0.014	0.012	163.978028	10.54520945	10.54520945	76.90856356	-67.46520464
27365	18.967	18.943	18.915	0.006	0.007	0.015	61.41731412	11.57830648	20.51274972	76.89916714	-67.46299768
27402	20.663	20.411	20.031	0.008	0.007	0.032	109.4663058	10.70841405	10.70841405	76.90537318	-67.46439782
27376	21.864	21.552	21.101	0.008	0.01	0.007	40.76948667	47.84659336	104.5261591	76.91271577	-67.46613007
27421	21.273	21.015	20.66	0.003	0.014	0.013	166.8369292	23.16304773	23.16304773	76.87502258	-67.45732652
27433	20.54	19.98	19.283	0.021	99	0.026	48.81236864	14.19659585	28.73039814	76.89187028	-67.4612335
27424	21.42	21.152	20.783	0.005	0.014	0.009	31.89186799	29.04670012	68.61302984	76.89718642	-67.46247686
27477	20.084	19.822	19.452	0.007	0.015	0.013	18.25261143	16.08693598	42.38823611	76.90661162	-67.4646183
27494	21.079	20.827	20.461	0.007	0.016	0.017	55.26708158	20.53102049	38.89926979	76.90312969	-67.46378538
27475	19.87	19.044	18.045	0.007	0.013	0.021	18.74950034	5.710504641	14.99013175	76.90094291	-67.46330135
27486	20.773	20.537	20.2	0.014	0.007	0.032	105.7213551	16.19324327	16.19324327	76.90046084	-67.46317431
27481	20.667	20.344	19.896	0.008	0.014	0.026	68.97432695	13.49971419	21.87646856	76.87469658	-67.45718604
27427	20.944	20.574	20.09	0.006	0.016	0.014	180.5321446	12.99176224	12.99176224	76.90586215	-67.46448818
27485	20.872	20.53	20.022	0.005	0.007	0.015	189.7801713	23.82485444	23.82485444	76.89993878	-67.46305336
27550	20.647	20.32	19.903	0.006	0.013	0.016	119.4812699	9.640367408	9.640367408	76.88666209	-67.45990083
27445	20.93	20.7	20.332	0.004	0.012	0.022	82.91893833	18.58698893	24.93669902	76.87852197	-67.45811823
27519	21.111	20.793	20.37	0.02	0.005	0.02	162.9546713	15.96283877	15.96283877	76.87172911	-67.45645578
27553	20.792	20.421	19.909	0.01	0.014	0.007	149.1161501	11.4162882	11.4162882	76.89548828	-67.46195047
27536	18.9	17.122	13.817	0.006	0.011	0.038	39.07541201	5.024651344	11.1471476	76.87776991	-67.45784501
27470	21.512	21.236	20.792	0.001	0.011	0.032	121.822409	24.48829813	24.48829813	76.8794015	-67.45829795
27499	19.907	19.07	18.059	0.003	0.007	0.008	11.98295284	9.335718584	25.76976624	76.91115219	-67.46564068
27547	20.75	20.399	19.917	0.013	0.008	0.003	113.7528276	8.935998168	8.935998168	76.89314876	-67.46141172
27585	20.548	20.241	19.807	0.005	0.006	0.011	89.50753166	13.8984731	16.81505888	76.9017603	-67.46338342
27575	19.854	18.984	17.951	0.007	0.009	0.008	13.12998214	8.53617029	23.3669156	76.8941197	-67.46161304
27569	21.601	21.31	20.86	0.002	0.018	0.049	117.689567	27.19008255	27.19008255	76.90623637	-67.46443732
27644	21.047	20.792	20.417	0.009	0.025	0.007	68.62881426	15.62033572	25.42090479	76.89980847	-67.46286998
27618	21.861	21.548	21.089	0.012	0.015	0.01	90.67759918	20.07876645	23.82241263	76.89487362	-67.46175129
27608	21.087	20.772	20.471	99	99	99	58.67019301	18.85644118	34.44310267	76.88456473	-67.45936066
27660	20.977	20.659	20.276	0.009	0.006	0.016	57.25870918	13.42142682	24.89440896	76.88873512	-67.46028255
27595	20.897	20.555	20.146	0.01	0.032	0.02	94.91654399	20.23824902	22.29585399	76.90084831	-67.46315662
27685	20.298	20.002	19.561	0.016	0.013	0.014	42.25066826	12.30785244	26.52325752	76.89571312	-67.46188273
27643	20.191	19.712	19.082	0.007	0.009	0.018	36.65616647	5.765191669	13.0689785	76.88752277	-67.46001552
27704	20.521	20.224	19.843	0.008	0.015	0.016	88.80239194	10.98261138	13.44219094	76.89827867	-67.46246342
27678	20.962	20.66	20.204	0.01	0.02	0.019	177.387454	15.48490404	15.48490404	76.88586985	-67.45960092
27701	21.249	20.963	20.532	0.016	99	0.031	109.4205932	17.348845	17.348845	76.89952374	-67.46275775
27721	20.673	20.309	19.817	0.008	0.011	0.007	126.7286376	8.283382295	8.283382295	76.91168665	-67.46556613
27716	20.939	20.668	20.254	0.008	0.027	0.004	147.0172087	13.7673766	13.7673766	76.90052919	-67.46297429
27744	20.588	20.323	19.954	0.019	0.003	0.02	162.1528378	12.28826283	12.28826283	76.91012857	-67.46518108
27751	21.488	21.178	20.75	0.002	0.017	0.02	19.20880649	41.04805388	107.3744792	76.87322408	-67.45658927
27741	20.647	20.307	19.794	0.009	0.019	0.034	128.5372221	8.611063718	8.611063718	76.88557299	-67.45947368
27748	20.997	20.325	19.532	0.008	0.005	0.024	81.16573853	5.841203856	8.04149907	76.88705691	-67.45981368
27757	21.199	20.919	20.551	0.004	0.013	0.014	21.72507523	38.66677196	99.1995453	76.89212304	-67.46097797
27756	21.659	21.358	20.906	0.022	0.025	0.003	27.15748596	28.04904939	68.91231487	76.87493139	-67.4569794
27817	21.55	21.245	20.813	0.002	0.002	0.021	78.86710042	25.81218687	36.72191393	76.889626	-67.46033332
27794	21.765	21.469	21.039	0.02	0.016	0.008	132.8177884	20.39019549	20.39019549	76.87404533	-67.45673508
27767	20.785	20.536	20.191	0.008	0.008	0.018	57.23483572	15.27833486	28.34594486	76.88738227	-67.45986297
27853	20.4	20.048	19.588	0.002	0.009	0.022	14.52677512	61.24457122	165.9399914	76.88947942	-67.46026854
27769	19.326	18.348	17.154	0.001	0.026	0.008	30.30384339	4.081924284	9.771812967	76.87027199	-67.45588102
27829	20.655	20.321	20.034	0.01	0.012	0.036	84.69803851	16.325036	21.32113744	76.90982917	-67.46502122
27798	20.838	20.508	20.001	0.002	0.014	0.018	148.6471757	10.03236002	10.03236002	76.89262779	-67.46105411
27892	20.988	20.715	20.319	0.006	0.008	0.013	167.0731294	22.37069627	22.37069627	76.89462041	-67.46142403
27887	20.795	20.446	19.909	0.005	0.009	0.016	158.6639438	11.80807339	11.80807339	76.87593483	-67.45708051
27907	21.262	21.012	20.639	0.005	0.012	0.015	75.60909871	23.98705731	35.68837625	76.90497224	-67.46381577
27879	21.103	20.785	20.321	0.006	0.013	0.026	187.5554965	17.57174625	17.57174625	76.87920689	-67.45785097
27908	20.508	20.246	19.86	0.015	0.022	0.031	48.09432716	14.60406777	29.76474705	76.90175879	-67.46306784
27861	21.244	20.474	19.498	0.008	0.012	0.02	20.78280536	16.85886227	43.56909775	76.88932521	-67.46022211
27878	20.081	19.834	19.513	0.003	0.02	0.024	54.43770248	17.38269456	33.22260458	76.91398706	-67.46593739
27960	20.111	19.255	18.235	0.009	0.009	0.006	16.11951304	6.776580303	18.14503742	76.91000445	-67.46493517
27911	21.024	20.771	20.427	0.008	0.012	0.006	53.24309608	19.19914184	37.15299044	76.89585137	-67.46169294
27899	21.036	20.709	20.257	0.014	0.013	0.007	199.6212946	24.94992561	24.94992561	76.89127468	-67.46063791
27976	20.704	20.364	19.893	0.011	0.017	0.026	30.77681475	13.85163825	33.02872866	76.90434647	-67.46360636
27755	21.416	21.137	20.741	0.012	0.013	0.009	25.27687321	23.55605946	58.75970782	76.90860343	-67.46481037
27961	20.663	20.377	19.973	0.01	0.007	0.005	136.945791	13.03737368	13.03737368	76.88624848	-67.45940981
27930	21.086	20.789	20.411	0.022	0.012	0.013	84.76875745	14.33240078	18.69840624	76.89325747	-67.4610727
27965	20.678	20.437	20.064	0.016	0.012	0.019	85.72495222	12.82078735	16.4811344	76.90764413	-67.46438066
27995	20.888	20.594	20.159	0.016	0.017	0.012	186.3091529	20.09517351	20.09517351	76.88579262	-67.4592759
27986	20.943	20.605	20.09	0.023	0.019	0.01	152.0406489	10.21451197	10.21451197	76.9085069	-67.46456443
27934	21.518	21.216	20.842	0.025	0.01	0.016	101.229798	21.947718	21.947718	76.90530725	-67.46386871
28046	21.751	21.395	20.864	0.014	0.015	0.039	88.08812917	14.07680178	17.43042268	76.8992102	-67.46235209
28015	21.715	21.444	21.049	0.027	0.002	0.008	70.54912687	26.17682708	41.59543535	76.87333093	-67.4563587
28027	20.941	20.33	19.522	0.016	0.01	0.008	31.99665982	7.609438932	17.95878422	76.90899289	-67.46464194
28048	20.826	20.556	20.149	0.009	0.021	0.005	136.9993122	12.29846017	12.29846017	76.8872993	-67.45958055
27854	21.636	21.35	20.939	0.009	0.017	0.011	117.4990906	28.36502903	28.36502903	76.88849705	-67.46003916
